SKU	Product Area	Rule Name	Rule ID	Config Reference	Description	Cursor Generated Description	Current Feature ID	Current Feature Name	Action to be taken	Feature Alignment	Updated Description (If needed)	Updates to rule logic (If needed)	Notes	Required changes	Progress
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Employee business unit quality	employee_business_unit_quality		Ensures that most employee profiles have the business unit (BU) field populated to support accurate organization structure and reporting.<br><br><h5>Impact of Failure</h5>If missing, it may affect reporting, filtering, and visibility within the Talent Hub.	**Purpose:** Validates that employees have Business Unit (BU) assignments, which are essential for organizational grouping, permissioning, and analytics segmentation.<br><br>**Impact:** Missing BU data affects HRBP permissions (which are often BU-scoped), organizational reporting, and workforce planning by business area.<br><br>**To Fix:** Verify BU field is mapped from HRIS. Ensure all employees have BU assignments. Check BU values match expected organizational structure in Admin Console → Provisioning.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of employees should have lob (Line of Business)	employee_division_quality		Ensures that most employee profiles have the division (Line of Business, LOB) field populated to support role initialization and business function inference.<br><br><h5>Impact of Failure</h5>Missing LOB can impact role matching, filtering, and reporting within the Talent Hub.	**Purpose:** Validates that employees have division/Line of Business (LOB) data, which helps with role initialization and business function inference.<br><br>**Impact:** Missing division data affects role grouping, workforce planning by business area, and analytics segmentation.<br><br>**To Fix:** Map division field from HRIS. Verify LOB values are consistent and match organizational structure. Check division appears in employee profiles.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of employees should have location	employee_location_quality		Ensures that most employee profiles have a location defined to support filtering and reporting in Talent Hub and other modules.<br><br><h5>Impact of Failure</h5>Missing location data can limit reporting capabilities and reduce the effectiveness of location-based analysis.	**Purpose:** Measures the percentage of employees with location data, which is essential for geo-based job recommendations and location-specific reporting.<br><br>**Impact:** Missing location data limits personalization of job recommendations and affects location-based workforce analytics and planning.<br><br>**To Fix:** Map location fields from HRIS. Verify location data includes sufficient granularity (country, state/region, city). Check location normalization in employee profiles.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality		Ensures that most employee profiles have a level defined to support seniority inference, role initialization, and recommendations within Talent Hub and related workflows.<br><br><h5>Impact of Failure</h5>Missing level data can affect role matching, seniority determination, and recommendations within the system.	**Purpose:** Validates that employee profiles have a defined level/grade. Levels are used for seniority inference, role matching, and Career Navigator path recommendations.<br><br>**Impact:** Missing levels affect job eligibility calculations, succession planning accuracy, and internal mobility recommendations. Career Navigator cannot properly initialize roles without level data.<br><br>**To Fix:** Ensure levels are ingested from HRIS. Map HRIS levels to Eightfold's level schema. Verify levels appear in employee profiles. Check level mapping in Admin Console → Internal Mobility.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Acquisition - Core	Email Configuration Enabled	email_config_enabled_cs	email_config is missing or null. Go to  integrations/email_config and verify the configuration exists and is saved.	Ensures 'reply_to_domain' and 'send_from_domain' are complete and valid		**Purpose:** Validates that email configuration exists with valid send_from_domain and reply_to_domain settings for candidate communications.<br><br>**Impact:** Without email configuration, recruiters cannot send emails to candidates from the platform.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Email & SMS Configuration. Configure send_from_domain and reply_to_domain with verified domains.		New/Add	Candidate Engagement with Email		 instead of checking if the email_config has object or not, we should check for 'reply_to_domain' and 'send_from_domain'				
Talent Acquisition - Core	The user has permission to send messages but does not have a communication email set	recruiter_missing_communication_email		The rule checks for users with send email permission who do not have a communication email set	TA Operations	**Purpose:** Identifies users with send_messages permission who don't have a communication email configured.<br><br>**Impact:** Users without communication email cannot send messages to candidates, blocking engagement.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Manage Users. Add communication_email for all users with PERM_SEND_MESSAGES.	ta_operations	Update	Candidate Engagement with Email	This function ensures that all users with the PERM_SEND_MESSAGES role permission are properly configured to send communications. It validates that each user has a designated communication email, verifies that the address is authorized for use, and flags any users who lack the appropriate configuration.		Phase 1 - Description			
Talent Acquisition - Core	SMS Integration Configured	sms_integration_enabled_cs	SMS integration not configured. Go to  integrations/email_config and verify SMS provider and credentials.	Ensures that SMS integration is enabled with valid provider configuration (Twilio, etc.). SMS provider credentials and phone number must be configured.<br><br><h5>Impact of Failure</h5>SMS messages cannot be sent without provider configuration.		**Purpose:** Validates that SMS integration is configured with Twilio credentials for candidate text messaging.<br><br>**Impact:** Without SMS configuration, recruiters cannot send text messages to candidates.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Email & SMS Config. Configure Twilio account SID, auth token, and phone number.		New/Add	Candidate Engagement with SMS						
Talent Acquisition - Core	Communication channels	communication_channels		[Purpose] Verifies that communication channels (sms, whatsapp) are configured for interview scheduling to ensure smooth communication between interviewers and candidates.<br>[Impact] Missing configurations for communication channels can disrupt scheduling, reducing interview efficiency.	Scheduling	**Purpose:** Validates that communication channels (SMS, WhatsApp) are configured for interview scheduling notifications.<br><br>**Impact:** Missing channels limit notification options if candidates prefer non-email communication.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling. Enable SMS and WhatsApp channels as needed.	smart_scheduling	Update	Candidate Engagement with SMS		Rule needs to take into account customers that have NOT enabled other communication channels (SMS or Whatsapp).	Phase 1 - feature alignment Phase 2 - rule logic update			
Talent Acquisition - Core	WhatsApp Integration Configured	whatsapp_integration_enabled_cs	WhatsApp integration not configured. Go to integrations/email_config and verify WhatsApp Business API configuration.	Ensures that WhatsApp Business API integration is configured with provider credentials and phone number.<br><br><h5>Impact of Failure</h5>WhatsApp messages cannot be sent without provider configuration.		**Purpose:** Validates that WhatsApp Business API integration is configured for candidate messaging via WhatsApp.<br><br>**Impact:** Without WhatsApp configuration, recruiters cannot communicate with candidates via WhatsApp, which is preferred in many regions.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Email & SMS Config. Configure WhatsApp Twilio account SID, auth token, and messaging service ID.		New/Add	Candidate Engagement with WhatsApp		Check for whatsapp_twilio_account_sid, whatsapp_twilio_auth_token, whatsapp_twilio_messaging_service_id				
Talent Acquisition - Core	All job req templates should be present in template_to_stage_transition_map	all_job_req_templates_in_stage_transition_map		This rule ensures that all job req template IDs for this instance are present in template_to_stage_transition_map of ATS config	Pipeline/ Workflows	**Purpose:** Validates that all job requisition template IDs are included in the stage transition map, ensuring stage advances work across all position types.<br><br>**Impact:** Missing templates cause stage advance failures, preventing candidates from progressing in the pipeline.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Workflows. Ensure all job_req_template_ids are in template_to_stage_transition_map.	pipeline_and_workflows	Delete	Candidate Pipeline						
Talent Acquisition - Core	Leads workflow	leads_workflow		[Purpose] This rule verifies the presence of the Leads Workflow tab in the pipeline page. <br>[Impact] The Leads Workflow tab on the pipeline page is the initial touchpoint for recruiters as they begin filling positions. Ensuring this tab is available and properly configured is essential for a smooth recruitment process and recruiter productivity.	Pipeline/ Workflows	**Purpose:** Validates that the Leads Workflow tab is configured on the pipeline page, providing access to sourced/matched candidates.<br><br>**Impact:** Missing Leads tab prevents recruiters from accessing the candidate sourcing workflow.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Pipeline & Workflows. Enable leads tab in workflow_config.	pipeline_and_workflows	Update	Candidate Pipeline						
Talent Acquisition - Core	Applicants workflow	applicants_workflow		[Purpose] Configures the rendering of different tabs (workflows) on the position pipeline. Defines how to configure tab visibility, columns, filters, actions and behaviour for recruiters and hiring managers. [Impact] Missing or incorrect tab configuration can prevent users from accessing relevant workflows, disrupting applicant workflow management	Pipeline/ Workflows	**Purpose:** Validates that the Applicants Workflow tab is configured on the pipeline page for viewing applied candidates.<br><br>**Impact:** Missing Applicants tab prevents recruiters from viewing and managing job applicants.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Pipeline & Workflows. Enable applicants tab in workflow_config.	pipeline_and_workflows	Update	Candidate Pipeline	[Purpose] This rule verifies the presence of the Applicant Workflow tab on the pipeline page. [Impact] The Applicant Workflow tab lists all candidates who have applied or are under consideration for a job requisition. It serves as a central workspace to reviewing and advancing applicants efficiently, ensuring a streamlined recruitment process.	With this rule, would it be possible to run a report on against the current configuration to identify the base requirements (ie Contacted, Applicants flows are missing)	Phase 1 - Description			
Talent Acquisition - Core	Successful Application Stage Advances Per Job Req Template	application_stage_advances_per_job_req_template_rule		Every job req template should have atleast a 90% success rate with stage advances	TA Operations	**Purpose:** Measures the success rate of stage advances per job requisition template. Target: 90%+ success rate.<br><br>**Impact:** Low success rate indicates stage transition map issues causing ATS sync failures.<br><br>**To Fix:** Review stage transition map for failing templates. Verify stage mapping to ATS. Check ATS API connectivity.	ta_operations	Update	Candidate Pipeline	Every job requisition template must achieve at least a 90% success rate when advancing stages from Eightfold to the external system. If the stage transition map is configured correctly, stage advances should not fail.		Phase 1 - Description			
Talent Acquisition - Core	Profile Sections Defined	profile_sections_defined_cs	Profile sections not configured. Go to integrations/profile_display_config and ensure at least these sections are enabled.	Ensures that key profile sections are defined and enabled. At minimum, overview section should be present.<br><br><h5>Impact of Failure</h5>Profile information cannot be displayed to recruiters without section configuration.		**Purpose:** Validates that key profile sections are enabled for displaying candidate information to recruiters (Overview, Experience, Education, Skills).<br><br>**Impact:** Missing sections prevent recruiters from viewing important candidate information.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Profile Display Config. Enable required sections.		New/Add	Candidate Profile						
Talent Acquisition - Core	Copilot Capabilities Configured	copilot_capabilities_configured_cs	Copilot capabilities not configured. Go to integrations/copilot_capability_config and enable at least one capability.	Ensures that specific Copilot capabilities (job description generation, scheduling assistance, etc.) are enabled in capability configuration.<br><br><h5>Impact of Failure</h5>Copilot will be enabled but have no usable features.		**Purpose:** Validates that specific Copilot capabilities are enabled (e.g., job description generation, scheduling assistant).<br><br>**Impact:** Without capability configuration, Copilot is enabled but has no functional features.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Copilot Capability Config. Enable desired capabilities.		New/Add	Copilot						
Talent Acquisition - Core	Copilot Feature Enabled	copilot_feature_enabled_cs	Copilot not enabled. Go to integrations/copilot_config and set enabled: true.	Ensures that Copilot feature is enabled in configuration. Copilot must be explicitly enabled before use.<br><br><h5>Impact of Failure</h5>Copilot features will not be accessible to users.		**Purpose:** Validates that Copilot AI features are enabled for recruiters and hiring managers.<br><br>**Impact:** Without Copilot, AI-powered features like job description generation are unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Copilot Config. Set enabled: true.		New/Add	Copilot						
Talent Acquisition - Core	Diversity Configuration Enabled	diversity_config_enabled_cs	Diversity configuration missing. Go to integrations/diversity_config and initialize the configuration.	Ensures that diversity configuration object exists. This config controls bias reduction features like profile masking.<br><br><h5>Impact of Failure</h5>Diversity and bias reduction features cannot function without configuration.		**Purpose:** Validates that diversity configuration exists, which is required for enabling profile masking and bias reduction features.<br><br>**Impact:** Without configuration, diversity and bias reduction features cannot be activated.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Diversity Config. Initialize configuration and enable desired features.		New/Add	Diversity Capabilities						
Talent Acquisition - Core	Masking Fields Configured	masking_fields_configured_cs	Masking fields not configured. Go to integrations/diversity_config and specify which fields to mask.	Ensures that if profile masking is enabled, specific fields are configured to be masked (age, gender, ethnicity, etc.).<br><br><h5>Impact of Failure</h5>Masking feature will be enabled but no fields will actually be masked, defeating the purpose.		**Purpose:** Validates that when profile masking is enabled, specific fields are configured for masking (e.g., name, age, gender, photos).<br><br>**Impact:** Masking enabled without field specification means no fields are actually hidden, defeating the purpose.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Diversity Config → Masking. Specify fields to mask in masking_config.		New/Add	Diversity Capabilities						
Talent Acquisition - Core	Candidate Anonymization Rules	ta_active_inactive_stage_config_cj	Anonymization rules should be configured based on defined criteria.	Ensures that anonymization rules are correctly configured to automatically anonymize candidate profiles based on defined criteria (e.g., event end date, inactivity period, talent network opt-out).<br><br><h5>Impact of Failure</h5>Candidate data may not be anonymized according to compliance requirements, creating data privacy and regulatory risks.		**Purpose:** Validates that anonymization rules are defined with specific criteria for removing identifying information from candidate profiles during bias-conscious workflows.<br><br>**Impact:** Without clear anonymization rules, profile masking may not adequately remove identifying information, defeating the purpose.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Diversity Config → Anonymization. Configure rules for each masked field with clear criteria.		New/Add	Diversity Capabilities						
Talent Acquisition - Event Recruiting	Event Recruiting Configuration Enabled	event_config_enabled_cs	Event recruiting not enabled. Go to integrations/planned_event_config and set enabled: true.	Ensures that event recruiting feature is configured and enabled, allowing creation and management of recruiting events.<br><br><h5>Impact of Failure</h5>Event recruiting features are not accessible.		**Purpose:** Validates that event recruiting is enabled, allowing creation and management of recruiting events (career fairs, info sessions, etc.).<br><br>**Impact:** Without enablement, event recruiting features are completely unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Event Config. Set enabled: true.		New/Add	Event Recruiting						
Talent Acquisition - Event Recruiting	Event Stages Configured	event_stages_configured_cs	Event stages not configured. Go to integrations/planned_event_workflow_config and define event stages.	Ensures that event-specific pipeline stages are configured, defining how candidates progress through event recruiting.<br><br><h5>Impact of Failure</h5>Candidates in events cannot be moved through stages without configuration.		**Purpose:** Validates that event-specific pipeline stages (Registered, Attended, Interviewed, etc.) are configured for candidate tracking.<br><br>**Impact:** Without stages, candidates in events cannot be progressed through event workflows.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Event Workflow Config. Define event stages with appropriate actions.		New/Add	Event Recruiting						
Talent Acquisition - Event Recruiting	Event Home Configuration Valid	event_home_config_valid_cs	Event home configuration invalid. Go to integrations/planned_event_home_config and configure display settings.	Ensures that event home configuration is set up, controlling how events are displayed and listed in the UI.<br><br><h5>Impact of Failure</h5>Events list may not display correctly to recruiters.		**Purpose:** Validates that the Event Home page is properly configured with display settings for the events list.<br><br>**Impact:** Invalid configuration may cause the events list to display incorrectly or not at all.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Event Home Config. Configure columns, filters, and display settings.		New/Add	Event Recruiting						
Talent Acquisition - Event Recruiting	Event Assessment Error Message Capture	ta_email_template_variables_cj	Assessment error messages should be captured properly.	Ensures that when assessment requests fail and candidates are moved to Assessment Error stage, the error message is captured in the candidate's external_custom_info and displayed in the Assessment Error view.<br><br><h5>Impact of Failure</h5>Recruiters cannot see why assessment requests failed, making it difficult to troubleshoot and retry assessments, leading to candidate pipeline delays.		**Purpose:** Validates that assessment integration error messages are properly configured to provide clear feedback when assessment triggers fail.<br><br>**Impact:** Without proper error messaging, troubleshooting assessment failures becomes difficult.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Assessment Config. Configure error_messages for common failure scenarios.		New/Add	Event Recruiting						
Talent Acquisition - Event Recruiting	Event Assessment Trigger Configuration	ta_active_inactive_stage_config_cj	Assessment triggers should be configured with all required fields.	Ensures that event assessment triggers are configured to pass all required fields to external assessment systems, including action_user_email, regardless of whether triggered from event pipeline or position pipeline.<br><br><h5>Impact of Failure</h5>Assessment triggers may fail or send incomplete data to third-party systems, preventing proper tracking of who initiated assessments and breaking downstream reporting.		**Purpose:** Validates that assessment triggers are fully configured with all required fields including trigger event, assessment type, and conditions.<br><br>**Impact:** Incomplete trigger configuration prevents assessments from being sent to candidates automatically.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Assessment Config → Triggers. Ensure each trigger has event type, assessment provider, conditions defined.		New/Add	Event Recruiting						
Talent Acquisition - Core	Global Search Configuration Enabled	global_search_enabled_cs	Global search not enabled. Go to integrations/global_search_config and set enabled: true.	Ensures that global search feature is enabled in configuration, allowing recruiters to search across the talent network.<br><br><h5>Impact of Failure</h5>Recruiters cannot search for candidates without global search enabled.		**Purpose:** Validates that global search is enabled for recruiters to search across the entire talent network.<br><br>**Impact:** Without global search, recruiters cannot effectively find candidates across all sources.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Global Search Config. Set enabled: true.		New/Add	Global Search						
Talent Acquisition - Core	Search Filters Configured	search_filters_configured_cs	Search filters not configured. Go to integrations/global_search_config and configure filters.	Ensures that search filters are configured, allowing recruiters to refine searches by location, skills, experience, etc.<br><br><h5>Impact of Failure</h5>Search results cannot be filtered effectively without filter configuration.		**Purpose:** Validates that search filters are configured for global talent search (skills, location, experience, etc.).<br><br>**Impact:** Without filters, recruiters cannot effectively narrow down candidate search results.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Global Search Config. Configure filters for skills, location, experience, contact consent.		New/Add	Global Search	Ensures that search filters are configured, allowing recruiters to refine searches by location, skills, experience, contact_consent etc.<br><br><h5>Impact of Failure</h5>Search results cannot be filtered effectively without filter configuration.	This should be kept added contact_consent to description.	Phase 1 - Description			
Talent Acquisition - Core	Feedback report	feedback_report		[Purpose] Defines the columns, display names, fields, formatting, and widths for the consolidated feedback report. This ensures the report is well-structured, visually clear, and easily interpretable by recruiters, hiring managers, and other stakeholders.<br>[Impact] Properly configured columns and formatting improve the usability and professionalism of the feedback report, enabling better hiring decisions and streamlined evaluation processes.	Interview feedback	**Purpose:** Validates that feedback report columns are configured for consolidated interview feedback viewing.<br><br>**Impact:** Misconfigured reports affect how recruiters and hiring managers review interview feedback.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Interview Feedback. Configure report columns and formatting.	interview_feedback	Keep as is	Interview Feedback						
Talent Acquisition - Core	Dashboard columns list	dashboard_columns_list		[Purpose] Configures the list of columns displayed on the feedback dashboard to provide relevant and actionable information to users. Each column represents a key attribute related to the feedback process, ensuring clarity and usability of the dashboard.<br>[Impact] Missing or improperly configured columns can result in incomplete or irrelevant data being displayed, reducing the dashboard's effectiveness and user efficiency.	Interview feedback	**Purpose:** Validates that feedback dashboard columns are configured for the Interview Feedback Center.<br><br>**Impact:** Missing columns reduce dashboard usefulness for managing feedback across interviews.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Interview Feedback. Configure dashboard_columns_list.	interview_feedback	Keep as is	Interview Feedback						
Talent Acquisition - Core	Feedback Forms Configured	feedback_forms_configured_cs	Feedback forms not configured. Go to integrations/interview_feedback_config and create at least one feedback form template.	Ensures that feedback form templates are configured. Forms define the structure and questions for interview feedback.<br><br><h5>Impact of Failure</h5>Interviewers cannot submit feedback without form templates.		**Purpose:** Validates that at least one interview feedback form template exists with questions for interviewers to provide structured feedback.<br><br>**Impact:** Without form templates, interviewers cannot submit structured feedback through the platform.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Interview Feedback. Create at least one feedback form template with rating scales and open-ended questions.		New/Add	Interview Feedback						
Talent Acquisition - Core	Interview Feedback Configuration Enabled	feedback_config_enabled_cs	Interview feedback not configured. Go to integrations/interview_feedback_config and set enabled: true.	Ensures that interview feedback feature is configured and enabled, allowing interviewers to submit structured feedback.<br><br><h5>Impact of Failure</h5>Interview feedback cannot be collected without configuration.		**Purpose:** Validates that interview feedback feature is enabled for collecting structured interviewer feedback.<br><br>**Impact:** Without enablement, interview feedback cannot be collected through the platform.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Interview Feedback Config. Set enabled: true.		New/Add	Interview Feedback						
Talent Acquisition - Smart Campaigns	Smart Campaigns Configuration Enabled	campaign_config_enabled_cs	Smart campaigns not enabled. Go to integrations/campaign_config and set enabled: true.	Ensures that smart campaigns feature is configured and enabled, allowing creation of candidate nurture campaigns.<br><br><h5>Impact of Failure</h5>Campaign features are not accessible to users.		**Purpose:** Validates that smart campaigns feature is enabled for automated candidate nurture workflows.<br><br>**Impact:** Without enablement, automated campaign features for candidate engagement are unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Campaign Config. Set enabled: true.		New/Add	Smart Campaigns						
Talent Acquisition - Smart Campaigns	Campaign Email Templates Configured	campaign_email_templates_exist_cs	Campaign templates not found. Go to integrations/email_templates and create templates for campaign use.	Ensures that email templates specific to campaigns are configured for candidate outreach.<br><br><h5>Impact of Failure</h5>Campaigns cannot send emails without templates.		**Purpose:** Validates that email templates exist for use in smart campaigns, enabling automated candidate nurture sequences.<br><br>**Impact:** Without campaign templates, smart campaigns cannot send automated emails to candidates.<br><br>**To Fix:** Navigate to Admin Console → Email Templates. Create templates and tag them for campaign use. Include merge fields for personalization.		New/Add	Smart Campaigns		System should check for at least 1 associated campaign template is configured in the system				
Talent Acquisition - Core	Timezone	scheduling_timezone		[Purpose] Ensures a default interview timezone is configured for scenarios where user-defined or calendar-specific timezones are unavailable. This avoids scheduling errors and confusion caused by timezone mismatches.<br>[Impact] Missing timezone configuration can lead to scheduling inaccuracies, affecting candidate and interviewer availability.	Scheduling	**Purpose:** Validates that a default timezone is configured for interview scheduling to prevent time confusion.<br><br>**Impact:** Missing timezone can cause scheduling errors and incorrect time display.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling. Set default timezone.	smart_scheduling	Update	Smart Scheduling						
Talent Acquisition - Core	Schedule action	standard_schedule_action		[Purpose] Ensures the scheduling action is enabled on the profile or pipeline page, allowing recruiters to initiate interview scheduling directly.<br>[Impact] If not enabled, recruiters cannot initiate the scheduling process, leading to delays and inefficiencies in interview coordination.	Scheduling	**Purpose:** Validates that the scheduling action button is enabled on pipeline and profile pages.<br><br>**Impact:** Without the action, recruiters cannot initiate interview scheduling from the candidate context.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling. Enable schedule action in pipeline configuration.	smart_scheduling	Update	Smart Scheduling						
Talent Acquisition - Core	Scheduling Integration Configured	scheduling_integration_configured_cs	Calendar integration not configured. Go to integrations/scheduling_config and configure calendar provider.	Ensures that calendar integration is configured with provider credentials. Integration is required for checking availability and creating calendar events.<br><br><h5>Impact of Failure</h5>System cannot create calendar events or check interviewer availability.		**Purpose:** Validates that calendar integration is configured for interview scheduling, enabling automatic availability checking and calendar event creation.<br><br>**Impact:** Without calendar integration, interviewers cannot have their availability checked automatically.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling Config. Select calendar provider (Google/Microsoft) and complete OAuth configuration.		New/Add	Smart Scheduling		Calendar integration doesnt require any specific setup with regards to Provider credentials. Global Rules should include checks on Branding Config, Company Name, Calendar Provider, Availability, Preferences				
Talent Acquisition - Core	Scheduling Center Filter Configuration	ta_ats_stage_mapping_cj	Scheduling center filters should have appropriate facet limits.	Ensures that filters in the Scheduling Center (hiring manager, location, etc.) have appropriate facet limits and autocomplete configurations to display all relevant options.<br><br><h5>Impact of Failure</h5>Users may only see a limited subset of hiring managers or locations in filters, making it difficult to find and schedule interviews for all positions.		**Purpose:** Validates that scheduling center filters have appropriate maximum values (facet_limit) to prevent overwhelming filter options.<br><br>**Impact:** Without limits, filters may show too many options, making the interface difficult to use.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling Config → Filters. Set appropriate facet_limit values for each filter.		New/Add	Smart Scheduling		For this functionality, EF has default configuration that most customers are happy with				
Talent Acquisition - Core	Scheduling Templates Configured	scheduling_templates_exist_cs	Scheduling templates not found. Go to integrations/scheduling_config and create at least one template.	Ensures that scheduling templates are configured, defining interview types, durations, and participant roles.<br><br><h5>Impact of Failure</h5>Interviews cannot be scheduled without templates defining the structure.		**Purpose:** Validates that at least one scheduling template exists defining interview structure (type, duration, participants).<br><br>**Impact:** Without templates, interviews cannot be scheduled as there's no defined structure.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling Templates. Create templates with duration, interview type, and participant roles.		New/Add	Smart Scheduling						
Talent Acquisition - Core	Scheduling Template Permissions	ta_ats_stage_mapping_cj	Template permissions should be correctly configured.	Ensures that role permissions for scheduling templates are correctly configured. Users with 'perm_admin_email_scheduling_templates' should be able to view, edit, and manage all scheduling templates.<br><br><h5>Impact of Failure</h5>Users may not be able to edit templates even when they have the correct permission, blocking scheduling workflow setup and management.		**Purpose:** Validates that job requisition template permissions are properly configured, controlling who can use which templates.<br><br>**Impact:** Incorrect permissions may prevent users from creating requisitions or allow unauthorized template access.<br><br>**To Fix:** Review template permissions. Ensure appropriate users/roles have access to relevant templates.		New/Add	Smart Scheduling						
Talent Acquisition - Core	Scheduling Configuration Enabled	scheduling_config_enabled_cs	Scheduling configuration not enabled. Go to integrations/scheduling_config and set enabled: true.	Ensures that smart scheduling feature is configured and enabled, allowing automated interview scheduling.<br><br><h5>Impact of Failure</h5>Interview scheduling features cannot be used without configuration.		**Purpose:** Validates that smart scheduling feature is enabled for interview scheduling functionality.<br><br>**Impact:** Without enablement, interview scheduling features are completely unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling Config. Set enabled: true.		New/Add	Smart Scheduling						
Talent Acquisition - Core	Calendar Provider	enabled_for_scheduling		[Purpose] Ensures a calendar provider (e.g., Google Calendar, Microsoft Outlook 365) is configured to enable seamless interview scheduling and synchronization with interviewers' and candidates' calendars.<br>[Impact] Without a configured calendar provider, the system cannot synchronize interviews, requiring manual scheduling and leading to inefficiencies.	Scheduling	**Purpose:** Validates that a calendar provider is configured for interview scheduling integration.<br><br>**Impact:** Without calendar provider, interviews cannot be synchronized with calendars.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Scheduling. Configure calendarProvider (Google Calendar, Microsoft 365).	smart_scheduling	Update	Smart Scheduling						
Talent Acquisition - Talent Communities	Talent Communities Configuration Enabled	community_config_enabled_cs	Talent communities not enabled. Go to integrations/community_home_config and set enabled: true.	Ensures that talent communities feature is configured and enabled, allowing creation and management of talent pools.<br><br><h5>Impact of Failure</h5>Talent communities features are not accessible.		**Purpose:** Validates that talent communities feature is enabled for managing talent pools and prospect engagement.<br><br>**Impact:** Without enablement, talent community features for nurturing prospects are unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Community Home Config. Set enabled: true.		New/Add	Talent Communities						
Talent Acquisition - Talent Communities	Community Pipeline Stages Configured	community_stages_configured_cs	Community stages not configured. Go to integrations/community_workflow_config and define stages.	Ensures that community pipeline stages are configured, defining how candidates progress within talent communities.<br><br><h5>Impact of Failure</h5>Community members cannot be managed through stages.		**Purpose:** Validates that pipeline stages are configured for talent communities, enabling progression tracking for community members.<br><br>**Impact:** Without stages, community members cannot be tracked through engagement workflows.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Community Workflow Config. Define stages (e.g., New, Engaged, Nurtured, Applied).		New/Add	Talent Communities						
Talent Acquisition - Talent Communities	Community Home	community_home		[Purpose] This rule verifies that the Community Home page is correctly configured by ensuring the presence and validity of the key objects, available_filters, filter_to_fq_data_map, and columns in community_home_config. [Impact] These configurations ensure the Community Home page functions as a unified dashboard for recruiters to manage and analyze all talent communities. Missing components can render the feature non-functional or significantly impair talent sourcing.	Talent communities	**Purpose:** Validates that Community Home configuration is complete with available_filters, filter_to_fq_data_map, and columns for the dashboard.<br><br>**Impact:** Missing configuration causes the Community Home page to be non-functional or display incorrectly.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Communities. Configure available_filters, filter_to_fq_data_map, and columns.	talent_communities	Update	Talent Communities	[Purpose] This rule verifies that the Community Home page is correctly configured by ensuring the presence and validity of the key objects, available_filters, filter_to_fq_data_map, and columns in community_home_config. [Impact] These configurations ensure the Community Home page functions as a unified dashboard for recruiters to manage and analyze all talent communities. Missing components can render the feature non-functional or significantly impair talent sourcing.	Currently, the rule only checks if the available_filters is not empty or null. But it should also check for filter_to_fq_data_map and columns	Phase 1 - Description Phase 2 - logic update			
