SKU	Product Area	Feature Alignment	Rule Name	Rule ID	Config Reference	Description	Impact	Current Feature Name	Current Feature ID	Action	Notes
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Projects	Projects feed	project_order_of_feeds		Checks whether the 'Recommended Projects' feed is configured in the order of feeds, ensuring employees see project recommendations on their Career Hub home page.	Without this feed, employees may miss project opportunities relevant to their development goals.	Project marketplace	project_marketplace	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Skills Development	Upskilling tab exists under own profile page	upskilling_display_config_org_led		Checks whether the Upskilling tab is configured under the employee's profile page for organization-led upskilling workflows in Career Hub.	Without this configuration, employees will not see the Upskilling tab, limiting access to org-led upskilling plans.	Org led upskilling	org_led_upskilling	Update	Repurpose as check for template management option available to HRBP/Talent admin
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Skills Development	Upskilling top nav	upskilling_top_nav		Checks whether the Upskilling link is present in the top navigation bar when org led upskilling is enabled in Career Hub to allow easy access to upskilling opportunities.	If not configured, employees will not see the Upskilling link in the top navigation, reducing discoverability and usage of upskilling features.	Org led upskilling	org_led_upskilling	Update	Only relevant when using org led upskilling
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Employee role quality	employee_role_quality		Checks whether employees are assigned to roles in Talent Design, which is necessary for identifying required skills and aligning them with succession planning and development workflows.	Without role assignments, the system cannot determine required skills for employees, reducing the accuracy of planning and upskilling workflows.	Succession Planning JIE enabled	succession_planning_jie_enabled	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	More than {{ metric_data_json.min_threshold }}% of roles should have at least 3 skills	role_skills_quality		Checks whether most roles have at least 3 skills defined, ensuring role requirements are captured accurately for succession planning and recommendations in Talent Management workflows.	Roles with fewer than 3 skills will reduce the quality of recommendations and benchmarking across succession planning workflows.	Succession Planning JIE enabled	succession_planning_jie_enabled	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	HRBP users quality	hrbp_users_rule		Checks that users with HRBP (Human Resources Business Partner) permissions are created to access HRBP features within the system.	Without HRBP user assignments, HRBP-specific features will not be accessible to the intended users, limiting HR's ability to manage and oversee talent processes.	Succession Planning JIE enabled	succession_planning_jie_enabled	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Position only plan	position_only_plan		Ensures the 'Position Only Succession Plan' configuration is enabled within Succession Planning, which restricts planning to position-based succession workflows.	Without this configuration, the system will not enforce position-only planning, which may cause misalignment with organizational planning policies.	Succession Planning JIE disabled	succession_planning_jie_disabled	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Talent hub config	talent_hub_config		Ensures the 'Talent Hub' configuration is present, allowing HRBPs to access the Talent Hub view for managing team planning and succession workflows.	If not configured, HRBPs will be unable to use Talent Hub features for talent management.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Team planning tab order	talent_hub_tab_order		Ensures the 'Talent Hub' tab order is configured to display team planning tabs correctly within the HRBP Talent Hub view.	If not configured, the Talent Hub may display tabs in an incorrect or confusing order for HRBPs.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Team table column order	team_table_order		Ensures the team planning table columns are displayed in the correct order within the Talent Hub view for HRBPs.	If not configured, HRBPs may find the team planning table confusing or misaligned with workflow needs.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Team table column config	team_table_column_config		Ensures the team table column configuration is aligned with the defined column order in the Talent Hub for HRBPs.	If misaligned, the team table may display incorrect columns or cause confusion for HRBPs managing talent planning.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Profile search data fields	profile_search_data_fields		Ensures the profile search data fields are configured correctly for the HRBP Talent Hub view, aligning with the team table configuration for effective profile search.	Incorrect configuration may lead to incomplete or inaccurate search results within the Talent Hub.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Talent hub filter order	talent_hub_filter_order		Ensures the filter order within the Talent Hub is configured correctly for HRBPs, supporting effective filtering during team planning and succession workflows.	If not configured, filters may appear in an illogical order, reducing usability for HRBPs.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Talent hub search filters	talent_hub_search_filters		Ensures the search filters within the Talent Hub are configured correctly to support effective filtering by HRBPs during talent planning workflows.	If not configured, HRBPs may experience missing or incorrect filters, making it difficult to search and analyze employee data.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	Employee business unit quality	employee_business_unit_quality_succession		Ensures that most employee profiles have the business unit (BU) field populated to support accurate organization structure and reporting.	If missing, it may affect reporting, filtering, and visibility within the Talent Hub.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	More than {{ metric_data_json.min_threshold }}% of employees should have lob (Line of Business)	employee_division_quality_succession		Ensures that most employee profiles have the division (Line of Business, LOB) field populated to support role initialization and business function inference.	Missing LOB can impact role matching, filtering, and reporting within the Talent Hub.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	More than {{ metric_data_json.min_threshold }}% of employees should have location	employee_location_quality_succession		Ensures that most employee profiles have a location defined to support filtering and reporting in Talent Hub and other modules.	Missing location data can limit reporting capabilities and reduce the effectiveness of location-based analysis.	Talent Hub View (for HRBP)	manager_view	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Succession Planning	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality_succession		Ensures that most employee profiles have a level defined to support seniority inference, role initialization, and recommendations within Talent Hub and related workflows.	Missing level data can affect role matching, seniority determination, and recommendations within the system.	Talent Hub View (for HRBP)	manager_view	Update	
